Security Code,Security Name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades 
533093,RAJOIL,T,47.45,47.45,47.45,47.45,3795,1.8,26
890167,ASMTECPP,X,385,385.25,317,329.7,538,1.8,59
532459,FAZE3AUTO,X,83,83,66.6,72.65,2485,1.8,80
507910,FIBERWEB,B,35.65,37.85,35.65,37.05,4909,1.8,148
533298,SURANASOL,B,19.55,20,19.35,19.4,9065,1.79,275
540954,IWP,X,26.35,27.35,25.2,26,6733,1.78,55
531503,MARIS,X,41.75,41.9,40,40.9,4329,1.78,44
524652,INDSWFTLTD,B,8.82,9.02,8.47,8.55,20545,1.77,93
502958,LAKSHMIMIL,X,3950,4035,3851.05,3944.95,45,1.77,12
512257,SVARTCORP,X,2.7,2.7,2.6,2.64,67267,1.77,157
509525,EMPIND,X,660,679.95,651.4,670.85,264,1.76,22
540210,HEADSUP,B,14.75,14.75,13.1,13.34,13092,1.76,124
539042,AGIIL,B,493.1,502.9,485,487.35,358,1.76,67
535431,GCMSECU,B,2.5,2.57,2.36,2.39,73233,1.75,81
543579,NATURO,M,10.16,11.25,10.16,11.05,16000,1.75,4
509048,LANCORHOL,XT,30.45,30.45,29.6,30.4,5822,1.75,17
511108,SHIVTEX,B,117,122.35,115.25,115.6,1476,1.75,76
530045,TITANSEC,X,18.2,18.2,17.1,17.8,9892,1.75,137
531719,BHAGCHEM,B,1046.7,1053.5,1007.2,1048.75,169,1.75,47
532851,INSECTICID,B,572,589,568,580.6,304,1.74,67
532937,KUANTUM,B,127,127.75,125.45,127.15,1371,1.74,70
540647,GANGESSEC,B,116.1,117.5,114.45,115.4,1496,1.73,44
539401,PJL,M,231,231,231,231,750,1.73,1
526365,SWARNSAR,X,21.05,24.8,21.05,21.6,7807,1.73,68
523465,INDBNK,B,27.9,27.9,25.65,26.05,6505,1.73,21
542025,SUNRETAIL,M,0.52,0.52,0.51,0.51,336000,1.72,7
539875,RSDFIN,X,92,97.8,83,85.9,2014,1.71,28
526807,SEAMECLTD,B,690.3,691.45,672.1,682.6,252,1.71,66
531688,PRITHVIEXCH,X,60.1,65.3,60.1,61.4,2719,1.71,48
511525,PANINDIAC,XT,2.2,2.2,2.06,2.09,80522,1.68,239
517300,GIPCL,B,79.3,79.75,78.75,78.85,2128,1.68,136
531569,SANJIVIN,X,36,38.9,36,37.75,4444,1.67,56
541276,HARDWYN,B,315,315,300,305.35,544,1.67,106
542863,ABSLBANETF,B,40.97,42.05,40.68,41.07,3990,1.66,74
532642,JSWHL,B,3950,3999,3925.85,3936.85,42,1.66,28
522281,RAMRAT,B,155.05,157.55,155,155.1,1057,1.65,64
500354,RAJSREESUG,B,42.7,42.8,41.4,41.7,3951,1.65,63
539331,VETO,B,96.75,97.55,95.15,96,1719,1.65,119
532988,RANEENGINE,B,208.45,214.7,205.3,208,780,1.65,55
539013,GITARENEW,X,102.15,102.15,97.6,98.8,1670,1.65,87
555555,ICICISENSX,A,674,675.83,668.04,668.04,245,1.65,21
543263,SMCGLOBAL,B,75.75,77.5,74.7,77,2157,1.65,123
522241,MMFL,B,879,879,851,851,189,1.64,47
531608,GORANIN,XT,172,174.9,168,171.15,962,1.64,45
522650,BEMHY,XT,555,557.15,519,557.15,301,1.63,20
539980,ICICIMCAP,B,95.03,96.46,94.23,95.49,1715,1.63,84
506186,GCKL,X,16.27,16.27,14.36,14.46,10932,1.62,68
506184,KANANIIND,B,8.1,8.1,7.75,7.88,20455,1.61,159
517421,BUTTERFLY,B,1377.1,1391.9,1376,1382.9,117,1.61,47
517415,LEENEE,XT,7.2,7.34,6.95,7.14,22752,1.61,150
542231,NILASPACES,B,2.85,3.05,2.85,2.93,54763,1.6,63
539985,TITAANIUM,M,19.85,19.85,19.85,19.85,8000,1.59,1
538546,BRPL,B,63.6,63.6,62.2,63,2521,1.59,46
543267,DAVANGERE,XT,73.8,73.8,66.85,71.4,2367,1.59,24
517214,DIGISPICE,B,23,23,21.4,21.5,7242,1.59,120
505744,FMGOETZE,B,303.1,303.1,298,300.15,530,1.59,59
511605,ARIHCAPM,B,49,49,44.95,45.85,3434,1.58,162
513507,GUJCONT,P,137.2,137.2,130.35,132,1200,1.58,10
531205,TINEAGRO,X,8.95,8.95,7.32,8.5,19131,1.58,178
532722,NITCO,B,23.6,24,23.25,23.3,6711,1.58,269
532102,SBECSUG,XT,36.1,36.1,35,35,4490,1.58,109
530377,NILA,B,6.08,6.2,6,6.05,25844,1.57,126
505854,TRF,B,165.9,167.55,165.1,166.55,943,1.57,118
504092,INDOKEM,XT,115.75,115.75,110.15,110.95,1400,1.57,33
540696,KCDGROUP,XT,26.9,26.9,26.9,26.9,5805,1.56,18
504840,KAIRA,X,2344,2344,2245,2333,67,1.55,15
517344,MINDTECK,B,122,124.05,120.65,121.55,1276,1.55,108
531092,OMINFRAL,B,41.2,41.5,40,40.1,3825,1.55,336
517360,SBECSYS,XT,32.35,34.4,31.35,33.95,4599,1.53,60
502450,SESHAPAPER,B,262,262.5,258,260.75,585,1.52,57
531638,SURAJLTD,X,68.1,71.75,66.05,69.7,2210,1.52,49
511000,MADHUSE,X,9.2,9.79,8.1,9,16977,1.51,61
519331,VSFPROJ,X,52,52,44.85,48.95,3151,1.5,27
517536,ONWARDTEC,B,299.8,305.55,298.1,298.3,500,1.5,73
532686,KERNEX,T,279.1,292.95,279.1,291.5,517,1.5,25
523019,BNRSEC,X,37.95,37.95,37,37.75,3987,1.5,49
542013,DOLFIN,B,125.9,128.45,123,123.05,1222,1.5,21
540730,MEHAI,T,13.3,13.4,12.75,12.9,11434,1.49,94
540192,LKPSEC,X,12.95,13.3,12.61,12.88,11456,1.48,116
517168,SUBROS,B,299,299.75,283,292.35,513,1.48,45
506261,MODISONLTD,B,61.9,61.9,58.05,58.2,2508,1.48,80
524790,EVERESTO,X,101.3,103.45,99.95,102.05,1450,1.47,48
540198,OSIAJEE,X,47.5,47.5,45.15,46,3197,1.47,148
540063,ECS,X,6,6.33,5.62,5.88,24607,1.47,46
532911,PARLEIND,X,7.45,7.52,7.35,7.38,19830,1.47,386
540168,SUPRAP,X,19.3,19.3,17.7,18.55,7876,1.46,31
540724,DIAMONDYD,B,787.1,798.35,780,790.3,185,1.46,91
524156,TCMLMTD,X,39.4,39.4,37.6,37.7,3806,1.45,19
502873,HPCOTTON,X,94.65,95,93,93.5,1541,1.45,27
513498,SOUTHMG,XT,62.55,64,61.85,61.85,2319,1.44,48
542333,RPSGVENT,B,424.3,430.1,422.85,427.15,336,1.44,54
539455,ARYAVAN,XT,22.85,22.85,22.85,22.85,6295,1.44,6
532817,ORIENTALTL,B,6.9,7.23,6.56,6.8,20873,1.44,197
500013,ANSALAPI,T,9.61,10.21,9.6,10,14524,1.43,61
513693,KAJARIR,X,42.35,42.35,40.35,40.8,3451,1.42,31
523301,TCPLPACK,B,1402.45,1402.45,1370,1376.15,103,1.42,68
526409,KKALPANAIND,X,13,13.35,12.9,13.05,10777,1.41,107
531556,CORALFINAC,B,33.9,34.1,32.75,33.1,4220,1.41,41
539447,BEARDSELL,B,22.1,22.65,21.85,22.3,6312,1.41,108
541634,RAWEDGE,T,46.75,49.95,46.6,46.6,3016,1.41,29
543522,NVENTURES,M,46.65,46.65,46.65,46.65,3000,1.4,1
530111,RAJPACK,X,52.35,54.2,51.5,53.7,2606,1.4,14
523449,SHARP,X,56.8,56.8,53,53.15,2599,1.4,23
513418,SMFIL,X,3.84,4,3.73,3.85,35719,1.4,113
509196,MMRUBBR-B,X,90.55,93.85,90.5,91.6,1527,1.39,24
531991,AMRAAGRI,X,0.8,0.82,0.78,0.79,175565,1.39,488
540726,TTFL,B,77.7,77.7,72,73.2,1876,1.39,133
539300,AKSPINTEX,X,78.7,81.5,77.1,78.6,1768,1.39,35
538569,TRIVENIENT,X,2.29,2.29,2.14,2.19,63162,1.39,148
537291,NATHBIOGEN,B,144.3,145.55,142.2,142.8,961,1.39,98
532776,SHIVAMAUTO,B,24.5,24.6,23.9,24.05,5692,1.38,152
540366,RADIOCITY,B,13.18,13.18,12.15,12.48,11159,1.38,163
532641,NDL,B,22.55,22.55,20.65,20.9,6488,1.38,161
532455,SHALIWIR,X,11.5,12.25,11.5,11.75,11822,1.38,40
531518,VIKASPROP,Z,0.55,0.57,0.55,0.56,247572,1.38,213
513361,ISWL,XT,1.72,1.84,1.72,1.78,77650,1.38,199
515008,MODINSU,XT,45.9,46,44.4,45.95,3020,1.37,46
532212,ARCHIES,B,20.35,20.35,19.7,20.15,6830,1.37,123
540097,VISCO,XT,75.4,82.5,75.2,78.6,1792,1.37,60
532815,SMSPHARMA,B,70.1,71.35,70.1,71.3,1909,1.36,114
533218,EMAMIREAL,B,71.1,71.9,70.35,71,1916,1.36,73
543474,BSLNIFTY,B,20.21,20.57,19.99,20.1,6749,1.36,105
532410,TRANSCOR,X,30.1,32.4,29.7,31.35,4334,1.36,49
514418,MANORG,B,460.9,463.4,455.6,458.15,296,1.36,109
519483,TAIIND,X,46,48,45,45.55,2947,1.36,35
517356,ACIIN,X,0.91,0.91,0.87,0.89,151365,1.35,910
503657,VEERENRGY,XT,10.5,10.94,10.1,10.25,13028,1.35,81
543297,IWEL,B,972.55,973.05,921.7,953.7,142,1.35,82
590041,KAVVERITEL,B,5.62,6.45,5.62,6.43,21894,1.35,89
750766,SHUKRA-RE,R,30.05,30.05,23.5,27.35,5065,1.35,88
542770,ALPHALOGIC,B,34.65,35.45,33.05,34.25,3930,1.35,70
543437,MONQ50,B,56.45,56.45,54.74,55.87,2429,1.34,131
500366,ROLTA,Z,2.96,3.06,2.92,2.94,44433,1.34,81
509220,PTL,B,31.25,31.8,31.25,31.55,4259,1.34,100
526117,SHERVANI,XT,328.1,344.5,328.1,344.5,394,1.34,20
530079,FAZE3Q,B,274.55,278.35,274.55,277.05,486,1.34,36
524013,HINFLUR,B,10.66,10.89,9.2,10.53,13344,1.33,61
511756,ABIRAFN,Z,16.3,17.95,16.3,16.3,8125,1.33,37
538540,RLFL,X,1,1,0.93,0.96,138180,1.33,146
532985,KTKSENSEX,A,64.8,64.98,63.74,63.95,2045,1.32,64
543449,WEL,B,221.25,226.4,214.5,217.85,609,1.32,35
513511,PANCHMAHQ,X,129.9,129.9,127.1,128.4,1032,1.32,19
521054,KAKTEX,XT,36.4,36.6,33.55,35.7,3759,1.32,59
505712,HIMTEK,X,84,84,81.5,82,1596,1.32,27
523594,KUNSTOFF,X,26.35,26.35,25.4,25.7,5105,1.32,68
526614,EXPOGAS,X,13,13,12,12.9,10452,1.31,61
530053,REALECO,XT,41.8,41.8,41.8,41.8,3131,1.31,44
519397,SHINDL,XT,49.2,50.4,48.75,48.8,2667,1.31,25
543292,ICICIPHARM,B,78.9,78.9,77.6,78.17,1687,1.31,79
532773,GLOBALVECT,B,54.5,55.55,54.5,55,2375,1.31,147
532874,SURYACHAKRA,Z,0.64,0.67,0.61,0.62,212544,1.3,138
538943,SONAL,X,84,84,74.3,82.65,1586,1.3,52
540824,ASTRON,B,27.95,28.2,27.35,27.65,4730,1.3,80
750765,EDVEN-RE,R,27.05,30,27.05,28.05,4604,1.3,47
515018,REGENCERAM,T,23.05,23.65,21.9,21.9,5938,1.3,33
511447,SYLPH,XT,39.55,40.35,39.55,39.55,3286,1.3,38
521105,OLYMPTX,XT,129.4,129.4,118.65,120.05,1075,1.29,22
506105,STANROS,X,73,75,73,73,1728,1.29,30
540938,GUJHYSPIN,M,12.9,12.9,12.9,12.9,10000,1.29,1
540492,STARLENT,B,114.65,119.65,114.4,115.25,1113,1.29,93
540545,BGJL,B,14.4,15,14.1,14.85,8826,1.29,71
539854,HALDER,X,274.05,293.85,274.05,286.85,452,1.29,19
506134,INTELLCAP,XT,12.82,12.82,12.82,12.82,10000,1.28,1
504093,PANAENERG,X,251.8,251.8,243,246.35,515,1.27,46
512165,ABANSENT,XT,188.35,188.35,177.5,177.5,712,1.27,13
532952,NAHARCAP,B,262.4,266.9,257.5,257.8,488,1.27,70
533676,INDOTHAI,T,313.3,314.95,302,302.5,410,1.26,29
526043,POLYCHMP,X,61.6,66.95,61.55,66.95,1955,1.26,22
526269,CRSTCHM,XT,82.4,82.55,82.4,82.55,1515,1.25,34
511764,AASTAFIN,XT,24.55,25.75,24.55,25.75,4889,1.25,29
518011,KEERTHI,XT,149.5,149.5,145,145,857,1.25,6
538788,GILADAFINS,X,14.24,14.7,14.22,14.5,8702,1.25,106
514113,ADINATH,XT,31.15,31.25,29.9,31.25,3995,1.24,41
507442,DHARSUGAR,Z,10.3,10.7,9.72,10.1,11716,1.24,25
523842,SUPTANERY,X,7.19,7.19,6.9,7.01,17736,1.24,68
532398,UMESLTD,B,4.05,4.27,3.89,4.01,30521,1.24,94
505681,BIMETAL,X,410.95,411,403,404.85,303,1.23,19
514330,ONEGLOBAL,X,36.45,38,34.5,34.5,3506,1.23,37
538423,ALPSMOTOR,Z,0.47,0.49,0.47,0.49,251028,1.23,71
534623,JUPITERIN,X,18.45,18.65,17.25,17.9,6808,1.23,65
543209,BILLWIN,M,41,41,41,41,3000,1.23,1
543668,BBTCL,B,229.65,230.55,225.85,229,532,1.22,62
532354,VIRGOGLOB,X,5.17,5.71,5.17,5.71,22021,1.22,110
532674,BASML,B,44.6,45.5,44.55,45.15,2696,1.22,58
531233,RASIELEC,X,14.5,14.5,13.7,14.05,8741,1.22,61
524075,ALBERTDA,B,560.05,570.3,560,564.25,214,1.22,45
526971,DHOOTIN,X,71,71,68,68.05,1772,1.22,31
531163,KEMISTAR,X,40.4,40.4,37.5,38,3207,1.21,30
531472,CYBELEIND,XT,17.5,17.5,16.7,16.7,7140,1.21,25
532637,MANGALAM,B,115.3,115.3,111.55,112.25,1074,1.21,40
532275,LANDMARC,XT,0.93,1.01,0.93,0.93,127955,1.21,113
508969,SULABEN,XT,4.1,4.21,4.04,4.08,29577,1.21,113
520155,STARLOG,X,15.75,15.75,13.6,15.4,7926,1.2,81
521163,ZODIACLOTH,B,91.9,93.4,90.55,92.75,1313,1.2,121
526397,ALPHAGEO,B,252.75,255.75,250.7,252.35,475,1.2,88
537750,KIRANVYPAR,X,142,146.5,140.6,146,830,1.2,13
538395,NAM,XT,44,44,44,44,2706,1.19,11
524500,KILITCH,B,147.7,147.7,141.95,144.8,825,1.19,45
526139,TRABI,XT,2.75,2.79,2.58,2.59,45229,1.18,77
520066,JAYBARMARU,B,142,143.4,141.85,142.6,828,1.18,51
513369,KVFORGE,X,38.85,42.75,38.6,42.75,3005,1.18,21
543538,GOEL,M,147,147,147,147,800,1.18,1
542020,AKI,M,90,90,90,90,1300,1.17,1
539884,DARSHANORNA,B,3.51,3.54,3.32,3.36,34339,1.17,152
513059,GSAUTO,XT,15.5,15.5,14.75,15.35,7646,1.17,91
514087,PBMPOLY,X,98,99,96.15,97.55,1186,1.17,30
514045,BSL,T,173.5,180.65,173.5,176,653,1.17,31
523260,PEARLPOLY,T,22.5,22.75,21.75,22,5320,1.17,37
531228,RANDER,X,7.84,8.04,7.84,8.04,14901,1.17,5
523011,WEIZMANIND,B,103.15,103.5,100.2,101.05,1129,1.16,114
530711,JAGANLAM,X,46.2,46.2,41.5,44,2642,1.16,53
517393,VINTRON,XT,5.39,5.39,5.39,5.39,21508,1.16,72
542057,BCPL,B,44.15,44.15,42.3,42.55,2723,1.16,77
533540,TREEHOUSE,B,14.75,14.75,13.3,13.6,8448,1.16,97
538868,CSL,X,41.2,41.2,39,39.95,2879,1.15,44
532771,JHS,B,16.85,17.85,16.65,16.75,6715,1.15,97
541702,ASHNI,XT,17.25,17.25,16.5,16.95,6878,1.15,44
540798,FSC,T,20.4,21,20.35,20.4,5592,1.15,57
540612,ICICILOVOL,B,141.22,143.7,141.22,142.27,805,1.15,94
514248,SRECR,P,52.25,52.25,52.2,52.25,2200,1.15,13
518075,SURAJ,Z,129.05,134.5,127.5,130.05,886,1.15,27
519475,CHORDIA,X,103.8,103.8,94.1,97.7,1170,1.15,50
513456,KANSHST,X,28.1,28.1,24.55,26.55,4444,1.15,66
500016,ARUNAHTEL,X,13.94,14.18,13.06,13.5,8532,1.15,47
521180,SUPERSPIN,B,8.88,8.88,8.22,8.22,13506,1.14,438
526179,LUDLOWJUT,X,83,83,82.1,82.85,1377,1.14,26
530427,CHOKSI,X,44,47.3,44,47.25,2433,1.13,36
530233,AUROLAB,X,64,65.85,64,65.4,1756,1.13,47
532284,TCFCFINQ,X,29.9,30.2,28.4,28.9,3942,1.13,83
532716,GILLANDERS,B,68.55,68.6,66.25,66.25,1681,1.13,71
500346,PUNJCOMMU,B,30.15,32.75,30.1,30.3,3683,1.13,33
542046,VIVIDM,T,36.9,38,36.9,38,2971,1.13,12
540717,PQIF,B,43.7,46.25,42.75,43,2539,1.12,94
539861,SKIL,T,2.95,2.99,2.79,2.99,37747,1.12,40
533029,ALKALI,T,119.6,119.6,113.95,114.05,968,1.12,28
534691,COMCL,XT,19.6,19.6,18.05,18.45,6087,1.12,51
537582,UNISHIRE,M,1.59,1.73,1.58,1.73,70000,1.12,6
522108,YUKEN,B,540.05,540.05,524.7,539,212,1.12,43
519457,VIRATCRA,X,34.2,34.2,32.95,33.45,3346,1.12,76
517467,MARSONS,Z,3.38,3.38,3.24,3.35,33539,1.12,33
531456,MINAXI,X,1.83,1.83,1.74,1.74,63551,1.12,143
531681,AMERISE,X,0.8,0.8,0.74,0.77,146919,1.12,221
530771,KLGCAP,XT,10.97,10.97,10.97,10.97,10110,1.11,12
514221,KLIFESTYL,Z,0.25,0.25,0.23,0.24,464945,1.11,353
513472,SIMPLEXCAS,X,37.5,37.5,37,37,3001,1.11,9
509692,INDIANCARD,B,207.8,215,207.8,212.15,525,1.11,111
505212,JAINEX,XT,134.95,134.95,124.45,124.45,877,1.11,52
538902,DHUNTEAIND,B,209,217.25,207.15,208,525,1.11,30
533101,SURYAAMBA,X,169.7,169.7,151.05,151.2,709,1.11,20
537536,DENISCHEM,X,75.7,75.7,71.1,73.5,1504,1.1,44
540727,POOJA,B,32.5,32.5,30.8,31.45,3492,1.1,56
542123,PHOSPHATE,X,118,118.5,118,118,926,1.1,14
524412,AREYDRG,B,31.9,31.95,29.9,30.15,3621,1.1,196
507864,PIONRINV,X,34,35.55,32.05,33.25,3279,1.09,38
507998,SIMMOND,X,47.3,47.3,43.9,44.9,2435,1.09,51
513502,BAROEXT,X,2.59,2.67,2.45,2.53,42840,1.09,132
513149,ACROW,X,1014.8,1014.8,946,1003.4,111,1.09,21
543298,VINEETLAB,B,54.5,55.8,53.5,54.6,2006,1.09,82
526506,SYSTMTXC,X,222.25,222.25,209.75,212.6,511,1.08,15
532373,WEPSOLN,X,21.75,21.75,20.8,21.15,5161,1.08,65
532315,TELESYS,XT,10.65,11.7,10.65,10.65,9953,1.07,76
526355,DUROPACK,XT,71.9,71.9,66.6,68.95,1534,1.07,53
523840,INNOVTEC,XT,16.75,17.6,16.35,16.9,6391,1.07,18
539991,CFEL,X,153.45,153.45,138.85,141.85,753,1.07,49
539979,DIGJAMLTD,T,108,108,102.7,106.7,1026,1.07,43
539938,MIL,X,74,81.8,74,79.05,1397,1.07,23
532774,INSPIRISYS,B,50.1,50.2,47.3,47.7,2224,1.07,80
532738,TANTIACONS,Z,10.68,11.63,10.65,11.01,9782,1.07,26
533605,SETUINFRA,T,1.13,1.17,1.13,1.13,92767,1.06,22
540144,DRA,M,21.5,21.5,20.75,20.75,5000,1.06,2
543329,WINDLAS,B,255.45,256.75,252.6,253.7,417,1.06,81
511153,ANJANIFOODS,XT,25.6,27.35,25.6,26.9,4013,1.06,45
508670,NEAGI,X,3505,3800,3505,3689,29,1.05,11
542934,CBPL,M,105,105,105,105,1000,1.05,1
538833,ANUBHAV,X,10.66,10.66,9.74,10.53,10029,1.04,63
750764,PATEL-RE,R,0.4,0.45,0.35,0.35,295179,1.04,172
531996,ODYCORP,X,6.73,7.15,6.47,6.54,15410,1.04,38
532057,ABHICAP,X,87.85,87.85,81.1,82.85,1250,1.04,37
532419,SMARTLINK,B,140.7,141.65,139.3,139.95,739,1.04,65
532543,GULFPETRO,B,36.25,36.85,35.5,35.85,2888,1.04,151
531878,ANJANIFIN,XT,8.14,8.39,7.73,7.83,12794,1.04,49
524731,JENBURPH,X,615.6,639,615.6,630.05,163,1.03,14
507836,MCCHRLS-B,X,371,387.9,371,387.9,274,1.03,12
538646,QGO,X,43,44.75,43,44.5,2342,1.03,34
541337,MILEFUR,M,6.84,6.84,6.84,6.84,15000,1.03,4
539469,PANORAMA,X,134.2,134.2,134.2,134.2,771,1.03,8
539176,HAWAENG,XT,70.5,70.5,66.55,69.05,1500,1.03,20
532828,AMDIND,B,53.2,53.5,52.7,52.85,1927,1.02,99
533315,INOVSYNTH,X,19,20,18.8,19.15,5273,1.02,20
504180,STDBAT,X,29.7,29.7,27.9,28.2,3555,1.02,92
517429,ATHENAGLO,X,52.25,57.55,48.05,53.15,1858,1.02,42
514386,GUJCOTEX,X,3.09,3.19,3.05,3.13,32120,1.01,165
519295,BAMBINO,X,326.05,326.05,316.1,318.1,318,1.01,19
541269,CHEMFABALKA,B,285.95,287.95,280.65,284.1,354,1.01,23
541400,ZIMLAB,B,79.15,79.15,72.9,73.65,1345,1.01,166
516022,STARPAPER,B,169.3,170.85,168.45,169.2,587,1,69
513548,SHRDAIS,XT,65.85,67.75,61.35,61.35,1628,1,28
523826,SOVERDIA,X,24.45,24.45,22.5,22.6,4219,1,32
526608,ELECTHERM,B,62.75,62.85,60.1,60.75,1620,1,46
500426,UTLINDS,X,1.82,1.9,1.81,1.82,53833,0.99,186
501370,WALCHPF,X,132,132,113.2,122,811,0.98,23
531297,ARTEFACT,X,43,45,43,43.9,2228,0.98,23
531278,ELIXIR,X,40,40,38.5,39.05,2485,0.98,57
543341,SHARPLINE,X,7.3,7.7,7.03,7.22,13431,0.98,100
542801,MISQUITA,M,48.3,48.3,48.3,48.3,2000,0.97,1
531626,OROSMITHS,X,4.05,4.19,3.85,4.12,24202,0.97,97
530755,CORNE,XT,12.9,13.23,12.9,13.23,7396,0.97,41
505515,SHYMINV,X,5,5.22,4.34,4.39,21694,0.97,70
507759,LIMECHM,X,21.8,22.5,20.7,20.95,4554,0.96,48
524202,LACTOSE,X,49.1,50.75,48.6,50.25,1958,0.96,15
531176,MEFCOMCAP,X,21.3,21.95,21,21.1,4539,0.96,75
542669,BMW,X,32.15,32.85,32.1,32.6,2951,0.96,127
533302,KICL,B,1887,1890,1862.2,1876.85,51,0.96,30
543326,ICICIFMCG,B,468,471.55,465.1,468.75,205,0.96,34
537008,ICICINF100,B,194,194.5,192.5,192.68,491,0.95,48
539494,SMARTFIN,X,7.48,7.48,6.85,6.94,13516,0.95,166
523269,ADVANIHOTR,B,72.1,77.85,72.1,76.45,1254,0.95,22
530043,ACKNIT,X,146,146.85,145.05,145.25,657,0.95,19
526703,ECOPLAST,X,70,72.35,68,71.95,1344,0.94,18
526315,DIVSHKT,X,69.6,73.95,69.6,73.3,1297,0.94,38
514354,PREMIERPOL,B,96,96,86,89.05,1079,0.94,40
533158,THANGAMAYL,B,1014.1,1023.15,1008.6,1009.75,93,0.94,61
519191,RGRL,X,12.3,12.6,12.3,12.4,7359,0.93,21
520021,OMAXAUTO,T,52.9,53,51.5,52.3,1777,0.93,36
512597,KEYFINSER,B,99.5,101.05,98.3,99.9,938,0.93,42
523676,GOLKUNDIA,X,120.2,120.2,114.6,115.2,803,0.93,28
511355,INDCEMCAP,X,10.45,10.45,9.12,9.36,9400,0.92,75
511549,MORARKFI,X,97.9,102.95,97.75,99.5,915,0.92,31
533217,HMVL,B,51.15,52.3,50.35,51.9,1801,0.92,67
540669,UTINEXT50,B,39.93,40.77,39.93,40.53,2275,0.92,166
540497,SCHAND,B,177,181,177,180.85,510,0.92,35
539492,GARBIFIN,XT,30.95,31.25,30,31.15,2992,0.91,29
542938,OCTAVIUSPL,X,43.7,48,43.7,48,1923,0.91,13
541983,INNOVATIVE,M,4,4.1,3.82,4.02,23000,0.91,9
534680,SRGHFL,X,211.65,211.65,182.35,189.6,485,0.91,24
543244,SHINEFASH,M,45.5,45.5,45.5,45.5,2000,0.91,1
519528,NORBTEAEXP,T,8.6,9.35,8.55,9.35,10332,0.91,22
524818,DYNAMIND,X,69.75,69.75,64.1,68.5,1328,0.91,8
524330,JAYAGROGN,B,171.15,171.15,167.75,170.35,532,0.9,52
504746,INLCM,P,1112,1228.5,1112,1112.05,80,0.9,8
538979,GRNLAMIND,B,313.55,314.6,309.9,312.75,290,0.9,50
539584,SIPTL,X,1.16,1.2,1.16,1.18,76572,0.9,115
502281,TRIVENIGQ,XT,24.45,24.45,22.5,23.7,3786,0.89,52
511016,PREMCAP,XT,5.18,5.19,4.81,4.81,17139,0.89,14
524576,VIVIDIND,X,24,24.4,22.45,23.2,3832,0.89,78
524828,BDH,X,122.4,126.8,122.4,124.1,715,0.89,30
524324,SEYAIND,T,26.15,26.15,26.15,26.15,3360,0.88,16
526705,ELEMARB,X,119,123.4,112.25,122.1,738,0.88,17
530883,SUCROSA,X,6.47,6.47,5.81,5.97,14828,0.88,95
532256,NSIL,B,2141.45,2150.1,2100,2100,41,0.88,15
532355,PICTUREHS,X,7.27,7.64,6.95,7.4,11946,0.88,73
500231,UMANGDAIR,B,58,62.25,58,60.6,1462,0.88,73
538794,JETINFRA,M,43.95,43.95,43.95,43.95,2000,0.88,1
532801,CTE,B,53.55,54.45,53,53.55,1655,0.88,49
533152,MBLINFRA,T,18.5,18.75,18,18.45,4813,0.87,27
533896,FERVENTSYN,X,16.9,16.9,15.25,15.8,5566,0.87,21
508918,IRONWOOD,X,33.8,36.25,33.8,34.6,2531,0.87,33
517530,SURANAT&P,B,9.35,9.8,9.35,9.62,8910,0.87,127
521109,NAGREEKEXP,B,34.55,35.5,34.05,34.25,2515,0.87,36
514470,WINSOMTX,B,70.5,72.75,70.5,71.5,1209,0.87,32
511505,CAPITALT,B,79.05,79.35,77.5,78,1085,0.86,41
504084,KAYCEEI,X,7054.5,7449.95,7054.5,7121.75,12,0.86,8
507912,LKPFIN,X,81.9,83.8,79.25,81.75,1050,0.86,24
530167,MONGIPA,XT,21.1,21.85,20.9,21.85,4106,0.86,20
526133,SUPERTEX,XT,13,13,12.42,12.91,6835,0.86,22
539276,KAYA,B,289.95,293.45,283.25,288.35,300,0.86,77
539228,GGPL,XT,7.3,7.3,7.3,7.3,11721,0.86,74
533982,TERASOFT,B,39.6,43.9,39.6,40.25,2055,0.85,104
530151,VIJAYTX,X,35.55,35.55,34.1,34.4,2468,0.85,22
530545,COSCO,X,187.95,187.95,163.35,175,484,0.85,23
531694,RAINBOWF,X,11.49,11.49,10.3,10.75,7789,0.85,23
503776,MODIPON,XT,35.9,35.95,35.9,35.95,2374,0.85,9
512018,CNIRESLTD,X,2.54,2.58,2.45,2.5,33777,0.85,285
531281,MARBLE,X,13.25,14.5,12.55,12.6,6362,0.84,35
532994,ARCHIDPLY,B,59.75,62,57.8,58.6,1413,0.84,127
539312,UTISENSETF,A,655,655,642,647.87,130,0.84,38
539607,BLUECLOUDS,X,17.22,17.29,16.1,17.29,4875,0.83,25
533275,GAL,T,2.45,2.58,2.45,2.55,32676,0.83,56
532853,ASAHISONG,B,223.5,225.3,221.25,221.5,372,0.83,60
534598,SEPOWER,B,14.75,14.75,13.3,13.75,6170,0.83,76
526677,KEEPLEARN,T,3.23,3.25,3.1,3.16,26433,0.83,45
512093,CRANESSOFT,X,3.35,3.6,3.35,3.43,24099,0.82,87
533407,CNOVAPETRO,XT,19.2,19.8,19,19.05,4252,0.82,33
542747,SNXT50BEES,A,49.48,49.48,48,48.31,1692,0.82,76
511740,MEHTAHG,XT,137.5,137.75,137.5,137.75,591,0.81,14
